Ranking 2022;Año;Ranking 2021;Expediente;Nombre;Tipo;RAMA;CIIU;DETALLE;Region;Provincia;Ciudad;Tamaño;Sector;Cant. Empleados;"Activo
2022";"Patrimonio
2022";"Ingreso por ventas
2022";"Utilidad antes del impuesto
2022";"Utilidad del ejercicio
2022";"Utilidad neta
2022";"IR causado
2022";"Ingreso Total
2022";;
4784;2022;4619;148267;BOCARAB S.A.;ANÓNIMA;G;G4630.12;VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;4;3942607,22;1741903,67;361085,96;0;228899,02;79694,33;0;364470,19;;
4785;2022;5674;30650;CLINICA DE ESPECIALIDADES MEDICAS PAUCARBAMBA CLEMPA S.A.;ANÓNIMA;Q;Q8710.03;ACTIVIDADES DE CASAS DE SALUD.;SIERRA;AZUAY                                             ;CUENCA                                            ;MEDIANA;SOCIETARIO;33;3942175,07;2055948,68;3256430,05;0;47951,31;26702,87;10638,05;3260450,86;;
4786;2022;11605;318993;IMPORTADORA Y FUMIGADORA DE INSUMOS AGRICOLAS CIELO&TERRA S.A.;ANÓNIMA;G;G4669.12;VENTA AL POR MAYOR DE ABONOS Y PRODUCTOS QUÍMICOS DE USO AGRÍCOLA.;COSTA;EL ORO                                            ;MACHALA                                           ;MEDIANA;SOCIETARIO;11;3941763,32;334770,24;1448565,26;146663,32;172545,08;132566,96;14096,36;1448565,26;;
4787;2022;4973;42354;DIVERSQUIM S.A. DWE;ANÓNIMA;C;C2023.21;FABRICACIÓN DE PRODUCTOS DE LIMPIEZA: PREPARADOS PARA PERFUMAR Y DESODORIZAR AMBIENTES, POLVOS O PASTAS DE LIMPIEZA INCLUIDOS PAPEL, GUATA, ETCÉTERA, REVESTIDO O RECUBIERTO CON ESTOS PRODUCTOS DE LIMPIEZA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;45;3938577,75;2072608,69;5134807,07;0;311947,06;149156,74;70269,35;5144954,66;;
4788;2022;4764;183060;SERVICIO DE AUTOPARTES AUTODESER S.A.;ANÓNIMA;G;G4530.00;VENTA DE TODO TIPO DE PARTES, COMPONENTES, SUMINISTROS, HERRAMIENTAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES COMO: NEUMÁTICOS (LLANTAS), CÁMARAS DE AIRE PARA NEUMÁTICOS (TUBOS). INCLUYE BUJÍAS, BATERÍAS, EQUIPO DE ILUMINACIÓN PARTES Y PIEZAS ELÉCTRICAS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;21;3937410,08;83308,35;2958711,26;20235,27;23806,2;13975,99;6259,28;2960694,43;;
4789;2022;4733;177916;QUIMITRANSPORT S.A.;ANÓNIMA;H;H4923.01;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA, INCLUIDO EN CAMIONETAS DE: TRONCOS, GANADO, TRANSPORTE REFRIGERADO, CARGA PESADA, CARGA A GRANEL, INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA, AUTOMÓVILES, DESPERDICIOS Y MATERIALES DE DESECHO, SIN RECOGIDA NI ELIMINACIÓN.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;64;3936350,92;1854300,98;11839631,53;821155,85;-9359500,17;628720,51;298227,97;11915744,05;;
4790;2022;5010;7134;TECHINT INTERNATIONAL CONSTRUCTION CORPORATION TENCO;SUCURSAL  EXTRANJERA;F;F4210.11;CONSTRUCCIÓN DE CARRETERAS, CALLES, CARRETERAS, Y OTRAS VÍAS PARA VEHÍCULOS O PEATONES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;3;3933745,42;3757183,91;719509,33;253827,77;298620,9;190793,23;63086,27;719509,33;;
4791;2022;4509;69848;LASERSON S.A.;ANÓNIMA;G;G4649.14;VENTA AL POR MAYOR DE EQUIPOS DE ILUMINACIÓN.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;MEDIANA;SOCIETARIO;22;3933595,25;3299926,03;1678801,12;0;3438,43;1035,28;1887,39;2070078,82;;
4792;2022;3797;153144;DELTA SEGURIDAD PRIVADA DESEGRI CIA. LTDA.;RESPONSABILIDAD LIMITADA;N;N8010.03;SERVICIOS DE GUARDIAS DE SEGURIDAD.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;48;3932772,37;2012316,16;10854087,44;311138;294185,71;181607,49;77784,5;10854087,44;;
4793;2022;5185;35588;ASADERO LA ESQUINA DE ALES CIA.LTDA;RESPONSABILIDAD LIMITADA;I;I5610.01;RESTAURANTES, CEVICHERÍAS, PICANTERÍAS, CAFETERÍAS, ETCÉTERA, INCLUIDO COMIDA PARA LLEVAR.;COSTA;MANABI                                            ;MANTA                                             ;GRANDE;SOCIETARIO;3;3932202,15;1121771,55;16491106,21;353152,46;538801,33;353152,46;0;16491106,21;;
4794;2022;5679;70065;ABATANGELO S.A.;ANÓNIMA;G;G4661.03;VENTA AL POR MAYOR DE COMBUSTIBLES LÍQUIDOS NAFTA, GASOLINA, BIOCOMBUSTIBLE INCLUYE GRASAS, LUBRICANTES Y ACEITES, GASES LICUADOS DE PETRÓLEO, BUTANO Y PROPANO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;2;3931875,73;-163541,69;11248909,68;37654,9;281441,41;26725,78;10929,13;11248909,68;;
4795;2022;5377;53394;CONFECCIONES PAZMINO CASTILLO CIA. LTDA.;RESPONSABILIDAD LIMITADA;C;C1410.01;FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO O CUERO REGENERADO, INCLUIDOS ACCESORIOS DE TRABAJO DE CUERO COMO: MANDILES PARA SOLDADORES, ROPA DE TRABAJO, ETCÉTERA.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;MERCADO DE VALORES;120;3930133,68;955883,12;4525075,05;75526,42;1279205,39;56609;18917,42;4525710,43;;
4796;2022;4631;162783;LUBRITECNIC CIA. LTDA.;RESPONSABILIDAD LIMITADA;G;G4530.00;VENTA DE TODO TIPO DE PARTES, COMPONENTES, SUMINISTROS, HERRAMIENTAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES COMO: NEUMÁTICOS (LLANTAS), CÁMARAS DE AIRE PARA NEUMÁTICOS (TUBOS). INCLUYE BUJÍAS, BATERÍAS, EQUIPO DE ILUMINACIÓN PARTES Y PIEZAS ELÉCTRICAS.;SIERRA;SANTO DOMINGO DE LOS TSACHILAS                    ;SANTO DOMINGO DE LOS COLORADOS                    ;GRANDE;SOCIETARIO;35;3929842,58;961535,69;5139699,43;0;873084,71;24940,62;22943,25;5139699,43;;
4797;2022;4172;166084;URBANITSA S.A;ANÓNIMA;A;A0150.00;EXPLOTACIÓN MIXTA DE CULTIVOS Y ANIMALES SIN ESPECIALIZACIÓN EN NINGUNA DE LAS ACTIVIDADES. EL TAMAÑO DEL CONJUNTO DE LA EXPLOTACIÓN AGRÍCOLA NO ES UN FACTOR DETERMINANTE. SI EL CULTIVO DE PRODUCTOS AGRÍCOLAS O LA CRÍA DE ANIMALES REPRESENTAN EN UNA UNIDAD DETERMINADA UNA PROPORCIÓN IGUAL O SUPERIOR AL 66% DE LOS MÁRGENES BRUTOS CORRIENTES, LA ACTIVIDAD MIXTA NO DEBE CLASIFICARSE EN ESTA CLASE, SINO ENTRE LOS CULTIVOS O LAS ACTIVIDADES DE CRÍA DE ANIMALES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MICROEMPRESA;SOCIETARIO;5;3929688,98;268622,33;31639,13;0;259986,16;259986,16;0;488691,66;;
4798;2022;4835;757;LA TEJEDORA SA LATESA;ANÓNIMA;L;L6820.03;ADMINISTRACIÓN DE BIENES INMUEBLES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;4;3928342,38;3289586,32;645513,47;0;200855,37;133166,36;32021,56;651414,48;;
4799;2022;4995;139055;CORPORACION FJTX EXPLORATION S.A.;ANÓNIMA;B;B0899.09;EXTRACCIÓN DE OTROS MINERALES: ASBESTO, POLVO DE FÓSILES SILÍCEOS, ESTEATITA (TALCO), VERMICULITA, PEOLITA, CLORITA, ANTIMONIO, MAGNESITA, SILICATO DE MAGNESIO (POLVO), SILICIO, ETCÉTERA;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;14;3924945,15;-85041,84;0;-42413,9;-21206,95;-21206,95;0;0;;
4800;2022;4440;131674;SERDIDYV S.A., SERVICIOS DE DIALISIS, DISTRIBUCION Y VENTAS;ANÓNIMA;Q;Q8610.03;ACTIVIDADES A CORTO Y A LARGO PLAZO DE LOS HOSPITALES ESPECIALIZADOS, ES DECIR, ACTIVIDADES MÉDICAS, DE DIAGNÓSTICO Y DE TRATAMIENTO (HOSPITALES PARA ENFERMOS MENTALES, CENTROS DE REHABILITACIÓN, HOSPITALES PARA ENFERMEDADES INFECCIOSAS, DE MATERNIDAD, SANATORIOS ESPECIALIZADOS, ETCÉTERA).;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;63;3924121,65;1027639,46;4060573,08;0;113565,94;47350,66;56288,06;4065568,41;;
4801;2022;4537;23856;PROMOCIONES INMOBILIARIAS BAME C LTDA;RESPONSABILIDAD LIMITADA;L;L6820.03;ADMINISTRACIÓN DE BIENES INMUEBLES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;10;3923726,21;3652739,48;945492,15;153043,21;180050,83;99371,36;53671,85;1162162,23;;
4802;2022;4982;100540;ECUANOBEL S.A. ECUANOBELSA;ANÓNIMA;G;G4663.12;VENTA AL POR MAYOR DE PINTURA, BARNICES Y LACAS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;36;3923276,37;2014523,05;5288606,11;310450,89;242842,3;223724,87;100165,08;5288606,11;;
4803;2022;2353;17713;BUENO Y CASTRO INGENIEROS ASOCIADOS CIA.LTDA.;RESPONSABILIDAD LIMITADA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;4;3922999,79;1295587,53;2496056,71;5542,7;6520,82;6520,82;3110,62;2496056,71;;
4804;2022;5853;26888;DISTRIAZUL DISTRIBUIDORA DE COMBUSTIBLES P. AZUL CIA.LTDA.;RESPONSABILIDAD LIMITADA;G;G4730.01;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS EN ESTABLECIMIENTOS ESPECIALIZADOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;22;3922705;2286343;18161332;210101;247177;130389;79712;18161332;;
4805;2022;4787;306066;BANANAGROW S.A.;ANÓNIMA;A;A0122.01;CULTIVO DE BANANOS Y PLÁTANOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;36;3922560,74;1379040,86;2222099,55;0;1282995,51;231842,67;1356,94;3213739,74;;
4806;2022;6218;301761;BEAQUIR S.A.;ANÓNIMA;A;A0321.02;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN).;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;40;3921916,56;1213281,24;1231542,58;14371,57;16907,73;-6316,89;22195,88;1232647,99;;
4807;2022;4844;139629;BOFLEX S.A.;ANÓNIMA;C;C2220.12;FABRICACIÓN DE PRODUCTOS ACABADOS DE PLÁSTICOS: TUBOS, CAÑOS Y MANGUERAS DE PLÁSTICO, ACCESORIOS PARA TUBERÍAS, CAÑOS Y MANGUERAS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;12;3920498,92;825957,91;2987603,81;108415,53;127547,68;47084,1;62162,41;2987603,81;;
4808;2022;5286;46949;ORESA S.A.;ANÓNIMA;M;M7310.04;REALIZACIÓN DE CAMPAÑAS DE COMERCIALIZACIÓN Y OTROS SERVICIOS DE PUBLICIDAD DIRIGIDOS A ATRAER Y RETENER CLIENTES: PROMOCIÓN DE PRODUCTOS, COMERCIALIZACIÓN EN EL PUNTO DE VENTA, PUBLICIDAD DIRECTA POR CORREO Y ASESORAMIENTO EN MARKETING, CREACIÓN DE STANDS, OTRAS ESTRUCTURAS Y LUGARES DE EXHIBICIÓN, DISTRIBUCIÓN O ENTREGA DE MATERIALES O MUESTRAS DE PUBLICIDAD.;SIERRA;PICHINCHA                                         ;QUITO                                             ;GRANDE;SOCIETARIO;58;3918499,11;311202,74;6190988,76;0;357013,2;20860,99;67951,78;6193944,51;;
4809;2022;4248;1524;INDUSTRIAL POLITEX SA;ANÓNIMA;C;C1312.01;FABRICACIÓN DE TEJIDOS (TELAS) ANCHOS DE ALGODÓN, LANA CARDADA, LANA PEINADA O SEDA, INCLUIDOS LOS FABRICADOS A PARTIR DE MEZCLAS O DE HILADOS SINTÉTICOS O ARTIFICIALES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;2;3911878,47;202213,61;2691565,62;103963,6;122310,12;122310,12;0;2691565,62;;
4810;2022;4562;173358;ALUVIDGLASS CIA. LTDA.;RESPONSABILIDAD LIMITADA;C;C2420.23;"PRODUCCIÓN DE ALEACIONES DE: ALUMINIO; PLOMO, ZINC, ESTAÑO, COBRE, CROMO, MANGANESO, NÍQUEL, ETCÉTERA.";SIERRA;TUNGURAHUA                                        ;AMBATO                                            ;MEDIANA;SOCIETARIO;42;3911245,23;1647254,04;2844030,23;70330,66;82741,95;50975,42;10093,63;2845415,73;;
4811;2022;8203;705891;BLUMOD S.A.;ANÓNIMA;G;G4719.00;VENTA AL POR MENOR DE GRAN VARIEDAD DE PRODUCTOS ENTRE LOS QUE NO PREDOMINAN LOS PRODUCTOS ALIMENTICIOS, LAS BEBIDAS O EL TABACO, ACTIVIDADES DE VENTA DE: PRENDAS DE VESTIR, MUEBLES, APARATOS, ARTÍCULOS DE FERRETERÍA, COSMÉTICOS, ARTÍCULOS DE JOYERÍA Y BISUTERÍA, JUGUETES, ARTÍCULOS DE DEPORTE, ETCÉTERA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;102;3909402;65953,67;5652000,31;2066,8;2431,53;2066,8;33646,22;5652000,31;;
4812;2022;4802;700096;FUSAKATAN CIA.LTDA.;RESPONSABILIDAD LIMITADA;A;A0122.09;OTROS CULTIVOS DE FRUTAS TROPICALES Y SUBTROPICALES: PAPAYAS, BABACOS, CHAMBUROS, AGUACATES, HIGOS, ARAZÁ, GUAYABAS, GUANÁBANA, GUABA, CHIRIMOYA, NARANJILLAS, ZAPOTES, BOROJÓ, TAMARINDO, GRANADILLAS, DÁTILES, ETCÉTERA.;COSTA;ESMERALDAS                                        ;ROSA ZARATE (QUININDÉ)                            ;MEDIANA;SOCIETARIO;39;3908985,9;1114573,12;1546513,33;22965,55;78751,17;-427,45;23393;1598961,62;;
4813;2022;4753;147273;CORPMARS S.A.;ANÓNIMA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;65;3907202,28;22609,73;1735256,61;-648848,98;-648848,98;-492462,52;0;1735802,43;;
4814;2022;4222;709670;CRAFT ECUADOR MULTIMODAL CRAFTECMUL S.A.;ANÓNIMA;H;H5229.02;"ACTIVIDADES LOGÍSTICAS: PLANIFICACIÓN, DISEÑO Y APOYO DE OPERACIONES DE TRANSPORTE, ALMACENAMIENTO Y DISTRIBUCIÓN; CONTRATACIÓN DE ESPACIO EN BUQUES Y AERONAVES, ORGANIZACIÓN DE ENVÍOS DE GRUPO E INDIVIDUALES (INCLUIDAS LA RECOGIDA Y ENTREGA DE MERCANCÍAS Y LA AGRUPACIÓN DE ENVÍOS); MANIPULACIÓN DE MERCANCÍAS, COMO: EL EMBALAJE TEMPORAL CON LA EXCLUSIVA FINALIDAD DE PROTEGER LAS MERCANCÍAS DURANTE EL TRÁNSITO, DESEMBALAJE, MUESTREO Y PESAJE DE LA CARGA.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;4;3906568,22;728042,44;4873410,26;1634921,1;961718,3;552454,54;252506,01;4873410,26;;
4815;2022;5332;157970;FERRETERIAS FERRIGONZ S.A.;ANÓNIMA;G;G4663.21;"VENTA AL POR MAYOR DE ARTÍCULOS DE FERRETERÍAS Y CERRADURAS: MARTILLOS, SIERRAS, DESTORNILLADORES, Y OTRAS HERRAMIENTAS DE MANO, ACCESORIOS Y DISPOSITIVOS; CAJAS FUERTES, EXTINTORES.";SIERRA;PICHINCHA                                         ;TABACUNDO                                         ;GRANDE;SOCIETARIO;37;3906372;273173,41;10073209,44;115236,34;135572,16;66432,66;55325,68;10105343,14;;
4816;2022;4851;39780;INVERSIONES PESQUERA ABRICMAR CIA. LTDA.;RESPONSABILIDAD LIMITADA;A;A0321.02;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN).;COSTA;EL ORO                                            ;MACHALA                                           ;MEDIANA;SOCIETARIO;27;3905395,76;1902497,67;3283292,57;259165,75;389964,73;281016,36;64791,44;3407186,4;;
4817;2022;6795;73926;CAFECOM S.A.;ANÓNIMA;G;G4630.14;VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;35;3904681,02;942065,8;4835615,61;89567,39;255432,54;50941,82;35201,03;4985674,74;;
4818;2022;6774;732233;EXPOSYNERGY S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;G;G4630.32;VENTA AL POR MAYOR DE CAMARÓN Y LANGOSTINOS.;COSTA;GUAYAS                                            ;ELOY ALFARO (DURAN)                               ;GRANDE;SOCIETARIO;479;3904313,87;47290,95;11448060,78;52114,45;61311,12;52114,45;0;11452909,5;;
4819;2022;6014;716238;BOTHSIDES CONSTRUCTIONS S.A.;ANÓNIMA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MICROEMPRESA;SOCIETARIO;2;3902965,07;579883,94;0;0;0;0;0;0;;
4820;2022;1918;180761;CHINA SINOPHARM INTERNATIONAL CORPORATION;SUCURSAL  EXTRANJERA;G;G4649.22;VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;11;3901711,89;-6041820,56;695647,76;0;-65669,73;-1065012,9;0;1390741,11;;
4821;2022;8733;732305;CONSTRUCTORA GALIT S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;SIERRA;AZUAY                                             ;CUENCA                                            ;MICROEMPRESA;SOCIETARIO;2;3901122,28;2000;0;0;0;0;0;0;;
4822;2022;5182;168434;ECUACENTAIR CIA. LTDA.;RESPONSABILIDAD LIMITADA;H;H4922.01;ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR CARRETERA: SERVICIOS REGULARES DE AUTOBUSES DE LARGA DISTANCIA SERVICIOS DE VIAJES CONTRATADOS, EXCURSIONES Y OTROS SERVICIOS OCASIONALES DE TRANSPORTE EN AUTOBÚS, TRICIMOTOS, SERVICIOS DE ENLACE CON AEROPUERTOS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;10;3898767,29;1109526,29;2005752,36;193664,68;227840,8;118558,44;77381,46;2009459,39;;
4823;2022;5418;9174;EQUIDOR S.A.;ANÓNIMA;F;F4100.10;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;4;3898192,51;3772529,99;978849,09;-79739,15;-79739,15;-82670,56;0;1015034,32;;
4824;2022;8190;713759;VENDINGECUADOR S.A.;ANÓNIMA;G;G4799.01;VENTA AL POR MENOR DE CUALQUIER TIPO DE PRODUCTO NO REALIZADA EN ALMACENES NI PUESTOS DE MERCADO: VENTA DIRECTA O POR VENDEDORES A DOMICILIO INCLUIDO LA VENTA MEDIANTE MÁQUINAS EXPENDEDORAS, ETCÉTERA.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;MEDIANA;SOCIETARIO;22;3898125,96;2977675,95;1266267,87;-184713,6;-184713,6;-184713,6;0;1266267,87;;
4825;2022;4030;119073;SCARFYNG S.A.;ANÓNIMA;F;F4220.11;CONSTRUCCIÓN DE OBRAS DE INGENIERÍA CIVIL RELACIONADAS CON: TUBERÍAS URBANAS, CONSTRUCCIÓN DE CONDUCTOS PRINCIPALES Y ACOMETIDAS DE REDES DE DISTRIBUCIÓN DE AGUA SISTEMAS DE RIEGO (CANALES), ESTACIONES DE BOMBEO, DEPÓSITOS.;COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;PEQUEÑA;SOCIETARIO;4;3896875,01;3657106,8;186861,37;41317,9;48609,29;29913,26;11404,64;204958,84;;
4826;2022;4826;160694;IMPORTADORA DE TELAS Y ROPA REINATEX S.A.;ANÓNIMA;G;G4610.09;INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS DIVERSOS.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;119;3894408,69;704506,2;2532500,89;64992,02;76461,2;38704,68;26287,34;2581931;;
4827;2022;7430;736622;IMPORTEX-ECUADOR S.A.S.;SOCIEDAD POR ACCIONES SIMPLIFICADA;C;C2029.99;"FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS: PEPTONAS Y SUS DERIVADOS, OTRAS SUSTANCIAS PROTEÍNICAS Y SUS DERIVADOS; SUBSTANCIAS PARA EL DECAPADO DE METALES; POLVOS Y PASTAS PARA SOLDADURA BLANDA, DURA O AUTÓGENA.";COSTA;GUAYAS                                            ;GUAYAQUIL                                         ;GRANDE;SOCIETARIO;5;3894407,82;63072,68;9412177,21;66844,43;80158,03;49855,38;33978,12;9413694,73;;
4828;2022;4795;46354;AEROMASTER AIRWAYS S.A.;ANÓNIMA;H;H5110.02;VUELOS PANORÁMICOS Y TURÍSTICOS INCLUYE ACTIVIDADES GENERALES DE AVIACIÓN, COMO: TRANSPORTE DE PASAJEROS POR CLUBES AÉREOS CON FINES DE INSTRUCCIÓN O DE RECREO.;SIERRA;PICHINCHA                                         ;QUITO                                             ;MEDIANA;SOCIETARIO;12;3893929,39;3313897,91;1558699,49;0;164841,14;13229,58;47482,67;1558699,49;;
4829;2022;6005;314004;VENTAS PLUS DISTRIBUCIONES DISTRIVPLUS C.A.;ANÓNIMA;G;G4610.07;INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO.;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;29;3893496,44;148527,72;0;0;-15169695,05;30082,32;0;0;;
4830;2022;4946;44720;PROCAMPO COMERCIALIZADORA DE PRODUCTOS S. A.;ANÓNIMA;M;M7020.04;PRESTACIÓN DE ASESORAMIENTO Y AYUDA A LAS EMPRESAS Y LAS ADMINISTRACIONES PÚBLICAS EN MATERIA DE PLANIFICACIÓN, ORGANIZACIÓN, EFICIENCIA Y CONTROL, INFORMACIÓN ADMINISTRATIVA, ETCÉTERA.;COSTA;GUAYAS                                            ;SAMBORONDÓN                                       ;MEDIANA;SOCIETARIO;49;3892891,29;3085719,17;2121274,58;184969,83;217611,56;184088,37;10881,46;2336646,68;;
4831;2022;4708;94744;MAHESA S.A;ANÓNIMA;G;G4663.13;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN: PIEDRA, ARENA, GRAVA, CEMENTO, ETCÉTERA.;SIERRA;PICHINCHA                                         ;QUITO                                             ;PEQUEÑA;SOCIETARIO;1;3892511,34;3571514,27;157025,32;-44928,4;-44928,4;-44928,4;0;157082;;
4832;2022;6288;166174;FERRICENTER EL ARENAL CIA. LTDA.;RESPONSABILIDAD LIMITADA;G;G4663.13;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN: PIEDRA, ARENA, GRAVA, CEMENTO, ETCÉTERA.;SIERRA;AZUAY                                             ;CUENCA                                            ;PEQUEÑA;SOCIETARIO;38;3891985,51;511727,89;0;0;0;0;0;0;;
4833;2022;4492;201272;LOJALAC CIA. LTDA.;RESPONSABILIDAD LIMITADA;A;A0114.00;CULTIVO DE CAÑA DE AZÚCAR.;SIERRA;AZUAY                                             ;CUENCA                                            ;PEQUEÑA;SOCIETARIO;8;3890409,44;1168717,64;290390,33;31735,08;37335,39;29036,75;2698,33;290390,33;;
